time,title,location,view
2016-06-08,지역 강원도정선 냥이가 많이 다쳤어요 수술해야 한다는데 어찌해야할지,강원도정선,23
2016-06-08,지역 서울 강남구 도곡동,,23
2016-06-08,지역 충북괴산 어린고양이,충북괴산,12
2016-06-08,지역 서울 동대문구 제기동 새끼고양이 구조 문의 드립니다,서울 동대문,33
2016-06-08,지역 남양주,남양주,10
2016-06-08,지역 수원시 율전동 한쪽다리절단된 고양이가 돌아다닙니다,수원시 율전,35
2016-06-08,지역 경기 의왕시,,8
2016-06-07,지역 서울 신림 관악구 신림동 미성동 아기고양이가 떨어져 피흘리고 있어요,서울 신림,37
2016-06-07,지역 경기도 부천시 오정구,경기도 부천,10
2016-06-07,지역 경북김천 생후 1일차 구조 부탁드릴게요,경북김천,19
2016-06-07,지역 수원시 권선구 세류3동 길고양이 구조문의 드립니다,수원시 권선,23
2016-06-07,지역 서울시 동대문구 이문1동,서울시 동,23
2016-06-07,지역 서대문구 북아현동,,13
2016-06-07,지역 서울시 중랑구 중화2동,서울시 중랑,12
2016-06-07,지역 서울시 중구 황학동 도로변에 2 3개월 된 어린냥이가 위험하게 있어요,서울시 중구,30
2016-06-07,지역 바로 이전글 사진첨부 따로합니다,,14
2016-06-07,지역 서울마포구 눈다친 아기길냥이가족구조문의요,서울마포구,16
2016-06-07,지역 서울시 은평구 대조동 한달도 안되보이는 아가냥 구조문의 드립니다,서울시 은,21
2016-06-06,지역 전북 익산시,전북,9
2016-06-06,지역 강동구 천호2동 321 18 국도맨션,강동구 천호2,12
2016-06-06,지역 수원 매탄동 효원초앞 새끼 길고양이 구조해주세요,수원 매탄동,22
2016-06-06,지역 서대문구 연대 앞 버스정류장 도로 중앙에 고양이가 있습ㄴ다,서대문구 연,18
2016-06-06,지역 서대문구 연대앞 버스정류장쪽 6개월정도 된 고양이가 도로중앙에 위험하게있어요,서대문구 연,18
2016-06-06,지역 대구 정회원이되면 tnr신청,대구,5
2016-06-06,지역 경기광명 아기고양이 구조 요청,경기광명,17
2016-06-06,지역 송파동 송파초에서 한 블록뒤 차도에서 발작해요,,16
2016-06-05,지역 서울시 동작구 노량진 사육신공원 사람에게 다가오는 깡마르고 털빠진 고양이,서울시 동작구,43
2016-06-05,지역 대구 동성로 고양이가 갇혔어요,,32
2016-06-04,지역 서울시 강동구 천호동,서울시 강동,30
2016-06-04,지역 충북 청주시 흥덕구 봉명동 철거건물안 어미1 아깽5마리,충북 청주시,14
2016-06-04,지역 경기도 길고양이가 누군가에게 맞고 왔습니다,경기도,36
2016-06-04,지역 구로2동,,8
2016-06-04,지역 전남 함평군 길양이 응급,전남 함평군,17
2016-06-04,지역 대치4동 버거킹뒤편 구내염과 심각해보이는 피부병 길냥이 도와주세요,대치4동 버거,23
2016-06-04,지역 울산 길냥이가 다리를 다쳤는지 앞 두발로만 기어갑니다,울산,29
2016-06-03,지역 파주,파주,15
2016-06-03,지역 평택시 평택동,,11
2016-06-03,지역 성남시 수정구 산성동,성남시 수정,9
2016-06-03,지역 안산시 단원구 고잔2동,안산시 단원구,19
2016-06-03,지역 서울 동작구 흑석동 새끼고양이 구조문의드립니다,서울 동작구,29
2016-06-03,지역 사당동,사당동,14
2016-06-03,지역 서울시 송파구 송파초등학교 근처 빌라에 새끼고양이 구조요청,서울시 송파구,12
2016-06-02,지역 동작구 사당동,동작구 사당동,16
2016-06-02,지역 서울 문정동 새끼 고양이 구조요청,,21
2016-06-02,지역 수원 광교신도시 앞발에 목줄 끼어서 살을 파고든 길고양이 구조 요청합니다,수원 광교신,18
2016-06-02,지역 서울시 용산구 한남동 어미냥이 새끼냥이 구조 부탁드려요 사진첨부로 재등록합니다,서울시 용산,21
2016-06-02,지역 사당동,사당동,11
2016-06-02,지역 대구,대구,11
2016-06-02,지역 대구 공사장에 새끼 고양이 구조,대구,16
2016-06-02,지역 일산,,5
2016-06-02,지역 서울 서초구 방배동 아기고양이가 이틀째 크게 울고있어요,서울 서초구,32
2016-06-02,지역 서울시 용산구 한남동 길냥이 가족 구조 부탁드립니다 도와주세요,서울시 용산,24
2016-06-01,지역 서울마포구 눈다친아기길냥이가족구조문의요,서울마포구,16
2016-06-01,지역 서울 은평구 새끼 고양이 급함니다 도와주세요,서울 은평구,24
2016-06-01,지역 경기도 부천 원미동이에요,,12
2016-06-01,지역 대구 수성구 중동입니다 한달 넘은 아기 고양이 눈을 못뜨고 있어요,대구,20
2016-06-01,지역 서울 신대방동,서울 신대방동,19
2016-06-01,지역 서울 동대문구 장안동,서울 동대,13
2016-06-01,지역 대구 원룸 건물이 올라가고 있는 곳에 새끼 고양이가 있어요,대구,20
2016-06-01,지역 부산 중구 스파마트 뒤쪽 고양이 울음소리는 들리는데 모습은 찾을 수 없어요,부산 중구 스,12
2016-06-01,서울시 동대문구 제기동 지역,서울시 동대문,9
2016-06-01,지역 인천,,11
2016-05-31,지역 서울시은평구 갈현2동 477 4번지 옥상에 고양이가족 구조를 도와주세요,서울시은평구,18
2016-05-31,지역 부산 영도 길냥이 등이 피부가 썩고 있어요ㅠㅠ,부산 영도,27
2016-05-31,지역 인천 영종도 덕교동산 유기묘 한마리 구조 부탁드립니다,인천 영종도,17
2016-05-31,지역 서울시 중구 신당동 화장실 천장위에서 고양이가 자꾸 돌아다니고 하는데 구조가 필요할 것,서울시 중,16
2016-05-31,지역 서울 출산한지 대략 2주 정도 된듯한 냥이는 언제쯤 tnr 신청을 할까요,서울,28
2016-05-30,지역 서울 구로구 구로동 아기 고양이 구조하려 하는데요,서울 구로구,23
2016-05-30,지역 서울 성동구 아파트 지하에 새끼고양이 한마리가 울고 있어요,서울 성동구,23
2016-05-30,지역 대구 아기고양이들이 잡혀서 묶여있습니다,대구,42
2016-05-30,지역 경기도 안양시 아기 고양이와 다른 길고양이 떼를 구해주세요 ㅠ ㅠ,경기도 안,21
2016-05-30,지역 충남 천안 회사에 2달정도 되보이는 길냥이 앞발에 와이어 철끈 이 감겨있어서 아파합니다,충남 천안,22
2016-05-30,지역 인천 구조문의,인천,25
2016-05-30,지역 경기도 양주,,8
2016-05-30,지역 경기도 화성,경기도 화성,10
2016-05-30,지역 서울 용산구 녹사평쪽 차에치인새끼고양이 살아있어요,,25
2016-05-30,지역 아래글 고양이 전체 사진 지사동 배수구 인근 근처 전체 사진 모습,,31
2016-05-30,지역 부산시 강서구 지사동 하수구 고양이 구조 요청 긴급,,36
2016-05-30,지역 부산시 강서구 지사동 하수구 고양이 구조 요청 긴급,,19
2016-05-29,지역 광주 고양이가 자꾸 차위에 올라가서 차를 긁어요 어떻게해야하죠,광주,36
2016-05-29,지역 인천 서구 검암 길고양이 치료지원 및 정회원 상담,인천 서구 검,10
2016-05-29,지역 인천 구월동 농수산물시장 구조문의 치료지원 이쁜이를 도와주세요,인천 구월동,17
2016-05-29,지역 익산 어미잃은 새끼고양이 3마리 구조요청합니다,익산,20
2016-05-28,지역 경상남도 창원시 4층 높이 에서 떨어져 골절되어 움직이지 못하는 고냥이를 구해주세요 사진 첨부,경상남도 창원시,25
2016-05-28,지역 전북 군산 길고양이가 저희집에 들어와 새끼를 낳았는데 어찌하면 좋을까요,전북 군산,24
2016-05-28,지역 구리시 제발 도와주세요 지,구리시,22
2016-05-28,지역 서울 광진구 화양동,서울 광진구,16
2016-05-28,지역 부산 남구 대연동 밑에글 수정입니다 어미한테 버림받은 아픈 아가 고양이 도와주세요,부산 남구 대,18
2016-05-27,지역 경남 남해 난산으로 위험할것 같은 길냥이를 구조해주시면 감사하겠습니다,경남 남해,24
2016-05-27,지역 전라도 광주 길냥이의 아기를 구해주세요 ㅠ_ㅠ,전라도 광주,39
2016-05-27,지역 서울 종로 광화문 건물안에 있는 고양이 구조 좀 부탁드립니다,서울 종로 광,24
2016-05-27,지역 경기도 광주시 새끼냥이가 몇일째 울고있는데 제가 들어갈 수 가 없는곳입니다,경기도 광주시,27
2016-05-27,지역 파주 운정 집 나온 것으로 보이는 아이 구조 도와주세요 ㅜㅜ,파주 운정,19
2016-05-27,지역 서울 종로구 체부동 나흘째 새끼고양이가 목이쉰울음소리만 들려요,서울 종로구,28
2016-05-26,지역 대구,대구,19
2016-05-26,지역 파주운정신도시 피를 너무 많이 흘린 길냥이를 구해 주세요 사진첨부하여 다시 올립니다,파주운정신,56
2016-05-26,지역 서울시 송파구 문정동 지하에 고양이가 새끼를 낳아서 내쫒을수가 없어요,서울시 송파,27
2016-05-26,지역 서울시 구로구 가리봉동 아기고양이 2마리를 구해주세요,서울시 구로구,27
2016-05-26,지역 서울 중구 필동3가 새끼고양이 구조요청,서울 중구 필,35
2016-05-25,지역 인천 주안3동,인천 주안3동,16
2016-05-25,지역 서울도봉구,서울도봉구,19
2016-05-25,지역 수원 당수동 위험한 물류창고에 모녀고양이가 자리를 잡았습니다,수원 당수동,5
2016-05-25,지역 대구소 내당2동새마을금고 제1분소 근처 도와주세요 ㅠㅠ,대구소 내당2,28
2016-05-25,지역 인천광역시 산곡동,인천광역시,12
2016-05-25,지역 서울 서초구 잠원동 지하주차장에서 나가지 못하는 고양이 좀 구해주세요,서울 서초구,3
2016-05-25,지역 부산 아프고 다친 냥이를 구해주세용,부산,21
2016-05-25,지역 경북 안동 하수구에 빠진 고양이를 구조하고 싶습니다,경북 안동,19
2016-05-25,지역 부산,부산,12
2016-05-25,지역 경북 안동 하수구에 빠진 고양이를 구조하고 싶습니다,경북 안동,16
2016-05-24,지역 서울시 성북구 하월곡동 길고양이어미와 새끼고양이,서울시 성북,18
2016-05-24,지역 서울특별시 강남구 서울도곡초등학교 쪽문앞에 있는 길냥이를 구해주세요,서울특별시 강,15
2016-05-24,지역 서울 관악구 신림동 굴뚝속으로 아기냥이가 빠졌어요,서울 관악구,19
2016-05-24,지역 서울광진구구의동 환풍기 옆에 지하벽돌사이 새끼고양이 구하고 싶은데요,서울광진구구,19
2016-05-24,지역 서울시 동교동 태어난지 두 달도 채 안된 거 같은 아기가 위험에 빠져있어요,서울시 동교동,22
2016-05-24,지역 대구 수성구 황금동 학원 천장,대구,9
2016-05-24,지역 서울 양재 안녕하세요 구조 문의 드립니다,서울 양재,4
2016-05-24,지역 인천 남구 용현5동,인천 남구 용,8
2016-05-23,지역 경남사천시사천읍 어미고양이랑 어제 태어난 새끼고양이를 도와주세요,경남사천시사,23
2016-05-23,지역 서산시 해미면 대곡리 한서대학교 다리가 절단 위기인 길고양이 구조 좀 도와주세요ㅠㅠ,서산시 해미,18
2016-05-23,지역 인천 간석동 노란색길냥이가 목에 피를 흘리고 있어요,인천 간석동,19
2016-05-23,지역 경기 남양주 화도읍 묵현리 꼬리에 고름이 찬 길냥이 도움 부탁드려요,경기 남양주,20
2016-05-23,지역 서울시 강서구 화곡 8동 다리 저는 새끼 고양이랑 얼굴에 상처난 엄마 고양이 좀 구해주세요,서울시 강서,16
2016-05-23,지역 충주 저희집 천장에 고양이좀 구조해 주세요,충주,2
2016-05-23,지역 경기도 고양시 일산동구 백마중 근처 아파트,경기도 고양,13
2016-05-22,지역 천안시 두정동 먹자골목 두정공원근처,천안시 두정,12
2016-05-22,지역 용인처인구 화상입은고양이 구조해주해요,용인처인구,23
2016-05-22,지역부산 부산수영초등부근 아픈 길냥이구조 도와주실분 없으신가요,부산,29
2016-05-21,구조문의 지역 서울특별시 영등포구 신길동 대방역인근 새끼고양이 2마리를 구조해주세요,구조문의,28
2016-05-21,지역 서울특별시 영등포구 신길동 대방역인근 새끼고양이 2마리를 구조해주세요,서울특별시 영,11
2016-05-21,지역 경기도 포천 입안이 녹아내린 고양이를 구조해주세요,경기도 포천,22
2016-05-21,지역 경기도 포천 푸르뫼 펜션 입안이 녹아내린 고양이를 구조해주세요,경기도 포천,15
2016-05-21,지역 경기도 이천 증포동 쥐덫에 오른쪽 앞다리가 잘린 아깽이를 구조해주세요,경기도 이천,11
2016-05-21,지역 남양주시 사능 다친 고양이 좀 구조해주세요 ㅜㅜ,남양주시 사능,8
2016-05-21,지역 부산 사직야구장 안에 새끼 고양이가 갖혔어요 도와주세요,부산,13
2016-05-21,지역 서울 성북구 안암동,,15
2016-05-21,지역 충남 당진,충남 당진,7
2016-05-21,지역 경남 창원시 회원동 어미묘와 새끼묘 6마리를 구해주세요,경남 창원시,18
2016-05-20,지역 서울 관악구 신대방역,,18
2016-05-20,부산지역 길양이 구조,부산 길양이,26
2016-05-20,지역 안산시 단원구 눈만 겨우 뜬 아기고양이 3마리 제발좀요,안산시 단원,29
2016-05-20,지역 파주시 월롱면 다리 다친 고양이,파주시 월롱면,11
2016-05-20,지역 서울 마포구 망원동 눈도 안보이는 새끼 고양이,서울 마포구,18
2016-05-19,지역 서울시 동작구 대방동,서울시 동작,24
2016-05-19,지역 서울 용산구 보광동 같은 자리에서 거의 움직이지 못하는 고양이가 있어요,서울,29
2016-05-19,지역 대전 고양이 허리가 올무에 걸려서 조여들고 있어요 제발 빨리 도와주세요,대전,9
2016-05-19,지역 대전 고양이 허리에 올무가 걸려서 조여들어 있어요,대전,3
2016-05-19,지역 서울 송파구 어마고양이가 출산 후 아기고양이만 두고 간거같아요,서울 송파구,32
2016-05-18,지역 서울 이수역 부근 갈색털이 섞인 검정 고양이 한마리가 많이 아파보여요,서울 이수,18
2016-05-18,지역 수원 법원사거리 도와주세요 ㅠㅠ,수원 법원사거,17
2016-05-18,지역 인천부평 새끼고양이,인천부평,22
2016-05-18,지역 대구 달서구 다리에 심한 상처가 있는 아이를 발견하였습니다,대구 달서구,23
2016-05-18,지역 서울 흑석동 중앙대 근처,서울 흑석,19
2016-05-18,지역,,8
2016-05-18,지역 광주,광주,13
2016-05-17,지역 서울 답십리 새끼가 하수구에 갇혀있어요,서울 답십리,23
2016-05-17,지역 강화군 송해면 하도리 뒷다리 마비된 새끼고양이,강화군 송해,19
2016-05-17,지역 김포 걸포동 유진빌라 옆 새끼고양이가 버림받은 것 같아요,김포,21
2016-05-17,지역 경기도 부천시 원미구 심곡2동 아픈 고양이가 방치되어 있어요 ㅠㅠ,경기도 부천,25
2016-05-17,지역 김포 걸포동 유진빌라 옆 새끼고양이가 어미한테 버려져있는 것 같아요,김포,13
2016-05-17,지역 인천 새끼 4마리가 무방비 상태로 있네요,인천,33
2016-05-17,지역 성남 고양이가 저희 집 문앞에 3마리를낳았어요,성남,1
2016-05-17,지역 노량진2동 새끼 고양이 양쪽눈이 시멘트에 가려서 구조 부탁드려요,노량진2동,34
2016-05-17,지역 종로구 4일째 하수구에 갇혀 울고있는 새끼고양이를 도와주세요,종로구,31
2016-05-17,지역 순천,순천,20
2016-05-17,지역 서울 중랑구 면목동,서울 중랑구,15
2016-05-17,지역 새끼 고양이 구해주세요,,18
2016-05-16,지역 남원,,17
2016-05-16,경남사천 작은 목걸이로 목이 죄여져 자란 성묘,경남사천,30
2016-05-16,지역 일산 눈 위 상처있는 고양이 구조 부탁드려요,일산,17
2016-05-16,서울 영등포구 문래동 아주 작은 아기 고양이 구조 부탁드립니다,,19
2016-05-16,지역 파주시 다율동 앞다리를 저는 양이가 아파트 지하주차장에 있어요,파주시 다율동,12
2016-05-15,지역 잠실우성4차 아파트 급해요 노란 냥이 한마리가 자동차 사고로 움지이지를 못합니다,잠실우성4차,24
2016-05-15,지역 잠실 우성4차아파트 단지 내,잠실 우성4차,11
2016-05-15,지역 수원 새끼고양이 구조 요청 시급,수원,27
2016-05-15,지역 수원시 권선구,수원시 권선,10
2016-05-15,지역 화곡동 목동사거리 꼬리잘린 냥이 구조 시급합니다,화곡동 목동,25
2016-05-14,지역,,11
2016-05-14,지역 서울 길고양이들끼리 싸울 때,서울,27
2016-05-14,지역 강동구 천호동 쥐약먹은것같은 고양이 구조해주세요,강동구 천호,16
2016-05-13,지역 경기도 고양시 장항동 장항동 인쇄단지 안에서 다친 고양이 구조 부탁드립니다,경기도 고양시,10
2016-05-13,지역 경기도 수원시 세류3동 다친고양이구조 시급합니다ㅜㅜ,경기도 수,47
2016-05-13,지역 서울 영등포구 신길1동 뒷다리를 다친 아이가 갇혀있습니다,서울 영등포,31
2016-05-12,지역 동대문구 휘경동 눈이 아픈 유기묘 구조 부탁드려요 급합니다,동대문구 휘,5
2016-05-12,지역 부산 다친길냥이 구조문의,부산,30
2016-05-12,지역 서울 광진구 자양동 화양동,서울 광진구,15
2016-05-11,지역 대구 서구 비산1동 아기고양이구조해주세요,대구 서구,22
2016-05-11,지역 경기도 광명시 광명3동 지붕과천장 사이에 새끼를 낳았어요,경기도 광명,23
2016-05-11,지역 서울 개포동 재개발로 인한 고양이 구조 요청,서울,15
2016-05-11,지역 경상남도 창원시 의창구 사림동,경상남도 창,18
2016-05-10,지역 경기도 성남시 분당구 판교ㅡ판교역근처,,21
2016-05-10,지역 경기도 분당구 판교역 근처,,3
2016-05-10,지역 의왕시 빈 사무실에 어미고양이와 새끼 3마리 구조요청,의왕시,20
2016-05-10,지역 서울 고양이좀 구조해주세요 이제 야옹소리도 거의 안나요,서울,8
2016-05-10,지역 부산 해운대구 반여2동,,14
2016-05-09,지역 인천 구조문의 드립니다 급합니다 아빠라는 인간이 제가 키우던 고양이를 버렸습니다,인천,53
2016-05-09,지역 대전 냥냥이 길냥이 가 다리가 다쳐서 구조하다가 2번 실패를 했어요 조언 부탁드려요,대전,15
2016-05-09,지역 세종시 조치원읍 침산리 목에 철사가 감겨서 상처가 있는 길고양이가 있습니다,세종시 조치원,19
2016-05-09,지역 서울 화곡동 지붕위에 고양이가 갇혀서 못내려 오는거 같아요,,21
2016-05-08,지역 창원 도와주세요 제발요,창원,31
2016-05-08,지역 인천 벽속에 새끼고양이가 갇혔어요,인천,27
2016-05-08,지역 고양시 화정,,15
2016-05-07,지역 경남 창원시 의창구 사림동,,19
2016-05-07,지역 경남 창원시 의창구 사림동,,20
2016-05-06,지역 경기도 수원시 권선구 구운중학교 근처 고양이가 가스배관위에 고립되었습니다 2주일다 되어가요,경기도 수원시,21
2016-05-06,지역 서울시 관악구 아파트에 고양이가 갇혔어요,서울시 관악구,39
2016-05-06,지역 서대문구 연희동 만삭인 길냥이가 힘들어 보입니다 구조가능 할까요,서대문구 연,29
2016-05-05,지역 부산진구범천동 시민장례식장 영결식장 2번 에 새끼고양이가 갇혀있어요,부산진구범천동,21
2016-05-05,지역 서울영등포구 5월 6일 꽃냥이 TNR 예약되었는지 확인 부탁드립니다 제발 ㅜㅜ,서울영등포구,17
2016-05-04,지역 부산 동구 수정동 고양이가 배관에 껴서 못나오고 있어요 구조바랍니다,부산 동구 수,23
2016-05-04,지역 수원시 권선구 금곡동,,9
2016-05-04,지역 경기도 안양 눈도 못뜬 5남매가 걱정이예요 ㅠ,경기도 안양,24
2016-05-04,지역 서울 상도동 중앙대 대학원 흰냥이 눈에서 진물이 나는것 같아요,서울 상도동,20
2016-05-04,지역 구로디지털단지 일년도 안되어 보이는 길냥이가 임신한듯해요 ㅠㅠ,구로디지털단지,16
2016-05-04,경기분당 눈도못뜬새끼고양이 구조했습니다 ㅠㅠ어떻게해야하죠,경기분당,29
2016-05-03,지역 인천 부개1동 동사무소 새끼고양이 4마리,,31
2016-05-03,지역 광주 동구,광주 동구,23
2016-05-02,지역 대구,,32
2016-05-02,지역 부산 동래구,부산 동래구,16
2016-05-02,지역 파주 금촌 금촌초등학교 빌라근처,파주 금촌,18
2016-05-02,지역 부산 동구,부산 동구,16
2016-05-02,지역 서울 양천구 신월5동 도로명 서울 양천구 월정로38길 갓태어난 것 같은 길고양이 새끼 두마리 발견 구조 부탁 드려요 ㅜㅜ,서울 양천구,37
2016-05-01,지역 광주광역시 가끔 간식 챙겨주던 길냥이가 새끼를 낳았어요,광주광역시,28
2016-05-01,지역 서울시 송파구 오금동 구내염 의심되는 노란 고양이,서울시 송파,36
2016-05-01,지역 길냥이가 아파요,,24
2016-05-01,지역 광진구 자양동,,10
2016-04-30,지역 의정부 가능동 방금 눈뜬 새끼고양이 임보 부탁드립니다,의정부 가능동,29
2016-04-30,지역 경남 창원 앞다리에 공업용 끈끈이 재질의 쥐 덧에 걸린 고양이가 있습니다,경남 창원,14
2016-04-29,지역 창원시 진해구 하수구에 빠진 새끼고양이들을 구해주세요,창원시 진해구,26
2016-04-29,지역 경기 양주 은현면 어미고양이가 새끼를 재래식 화장실에 낳은것 같습니다,,4
2016-04-29,지역 경기 수원 계단창 바깥에 아기고양이가 3일째 울고있어요,경기 수원,28
2016-04-28,지역 성남시 분당구,성남시 분당,28
2016-04-28,지역 서울시 도봉구 천장에 고양이가 갇혀있어요,서울시 도봉구,30
2016-04-28,지역 서울시 은평구,,25
2016-04-28,지역 서울 구로구,,23
2016-04-28,안양역,,16
2016-04-28,지역 서울 망원1동,서울 망원1동,17
2016-04-28,지역 대구,대구,18
2016-04-27,지역 시흥시 대야동 극동아파드 부근,,18
2016-04-26,지역 대구남구송현동,,24
2016-04-26,지역 다이소냥이사진,,38
2016-04-26,지역 남구로시장 다이소 냥이,,25
2016-04-25,지역 전주시 중화산동 2가 고양이가 다쳐서 누워있습니다 아직 살아있는듯 합니다,,27
2016-04-25,지역,,12
2016-04-25,지역 다이소사진입니다,,35
2016-04-25,지역 남구로시장 다이소건물,,17
2016-04-25,지역 강남 역삼동 박스안에 버려진것같은 새끼고양이 두마리 구해주세요,강남 역삼동,34
2016-04-25,지역 군산 오식도동,,10
2016-04-24,지역 서울구로구 남구로시장 다이소건물,,19
2016-04-24,지역 창원시 성산구 중앙동 심하게 다친 길고양이 구조 문의,창원시 성산,22
2016-04-24,지역 경기도 화성시 병점동 막 태어난 새끼고양이 2마리 구조요청입니다,경기도 화성,33
2016-04-24,지역 서울 강남구 나무위로올라간 고양이 구조방법좀 알려주세요ㅠ,서울 강남구,13
2016-04-23,지역 서울성수동 입양보낸후 잃어버린 고양이 포획구조문의,서울성수동,18
2016-04-23,지역 부산 동래구 럭키아파트내,,23
2016-04-23,지역 의정부 호원동 세끼 고양이 4마리 구조요청,의정부 호원,23
2016-04-23,지역 장위동 사진을 첨부합니다,장위동,20
2016-04-22,지역 서울도봉구쌍문동입니다,서울도봉구쌍,28
2016-04-22,지역 서울 마포 망원 태어난지 2 3일 된 새끼고양이가 버려져있습니다,서울 마포 망원,36
2016-04-21,지역 강서구 화곡2동 고양이 다리가 꺾여있어요,강서구 화곡,34
2016-04-21,지역 서울장위동,서울장위동,3
2016-04-21,지역 청담동 고양이새끼5마리 보호좀 부탁드려요,청담동,5
2016-04-21,지역 고양시 덕양구 성사동 정회원등록법 아르켜주세요,,13
2016-04-20,지역 고양시 덕양구 성사동,,11
2016-04-20,지역 부산 부산진구 부전2동 가게에서 키우는 고양이가 천장에 갇혔어요 ㅠㅠ 도와주세요,부산 부산진구,27
2016-04-20,지역 강원도 동해시 동해대로 졸음쉼터근처 공중화장실에 눈을다친 고양이를 구해주세요 ㅠㅠ,강원도 동해시,13
2016-04-20,지역 부산 동구 수정동 새끼고양이구해주세요,부산 동구 수,29
2016-04-20,지역 서울 중랑구 신내동 입니다 동성타워프라자,,27
2016-04-20,지역 안양 평촌,,19
2016-04-20,지역 고양시 덕양구 성사동,,14
2016-04-19,지역 부산 서구 서대신동,부산 서구 서,14
2016-04-19,지역 경남진주 어제태어난 갓태어난 아기고양이 구조를했습니다,경남진주,26
2016-04-19,지역 경기도 광명시 광명2동,경기도 광명,17
2016-04-19,지역 서울 강서구 화곡동 고양이를 구해주세요,서울 강서구,18
2016-04-19,지역 서울 광진구 광장동 사람 따르는 길냥이를 데려오고 싶어요,서울 광진구,25
2016-04-18,지역 경기도 군포시 산본2동 지붕위의 고양이를 도와주세요,경기도 군포,22
2016-04-18,지역 대구 뜰채 대여 가능한가요,대구,17
2016-04-18,지역 군포 산본 사고당한 길냥이 구조가 시급합니다 도와주세요,군포 산본,32
2016-04-17,지역 울산 남구 길냥이가 죽어가고 있어요,울산 남구,37
2016-04-17,지역 서울시 마포구 노고산동억 3주전쯤 새끼를 낳았는데요 위치가 위생이 너무 안좋아요,,28
2016-04-16,지역 부산 연제구 이사하면서 고양이가 집을 나갔어요,부산 연제구,38
2016-04-15,지역 서울 송파구 구내염 각막염에 심하게 마른 고양이 구조후 치료하려는데 구조 도와주세요,서울 송파구,26
2016-04-15,지역 서울송파구 구내염 각막염을 앓고있는 듯한 고양이 구조 치료하려는데 구조 도와주세요,서울송파구,18
2016-04-14,지역 서울 성북구 안암동,서울 성북구,16
2016-04-14,지역 서초구 염곡동,서초구 염,17
2016-04-14,지역 충북 충주시 건대병원옆 pc방에 고양이가 천장과 벽뒤에 들어가서 못나오고있어요,충북 충주시,21
2016-04-14,지역 서울 강남구 고양이가 쓰러져 있어서 어떻게 해야할지,서울 강남구,39
2016-04-13,지역 서울시 성북구 정릉3동 국민대 후문 근처 길가다가 우연히 병에든 어린 고양이를 봤습니다,서울시 성북,22
2016-04-12,지역 서울 중구 필동 뒷다리 골절인데 어떻게 해야 하나요,서울 중구 필,25
2016-04-12,지역 은평구 갈현동 고양이가 다쳐서 움직이지를 못해요,은평구 갈현동,4
2016-04-12,마산오동동 길고냥이가 많이 아파보입니다,,18
2016-04-11,지역 서울 동작구 노량진 수산시장과 재개발 지역 철거,서울 동작구,10
2016-04-11,지역 경기도 안양 도와주세요,경기도 안양,32
2016-04-10,지역 경기도 고양시 토당동 아기고양이 3마리가 쓰레기더미 안에 있고 한마리는 아파 보입니다,경기도 고양시,49
2016-04-09,지역 서울 종로구 혜화동 페르시안 친질라 구조요청,서울 종로구,37
2016-04-08,지역 충청북도 충주시 길고양이가 집 앞에 있는데 다리를 못움직여서 심각한 상황인거 같습니다,충청북도 충주시,20
2016-04-08,지역 경기 오산 가장동 길냥이를 임시보호중입니다,경기 오산,19
2016-04-07,지역 부산진구 심하게 다친 출산한지 10일정도된 길양이 도와줄 방법좀 알려주세요,부산진구,26
2016-04-07,지역 통덫사용방법,,7
2016-04-07,지역 부산진구 불법포획 의심되어 제보합니다,부산진구,38
2016-04-07,지역 서울시 노원구,서울시 노,5
2016-04-07,지역 서울시 친화적인 냥이 구조문의,서울시,5
2016-04-06,봉천동 태어난지 얼마 안된 아가냥이,봉천동,27
2016-04-06,지역 인천남초교 창고에 갇혀있어요,,17
2016-04-06,지역 서울 개포동 길고양이를임시보호하고있습니다,서울 개포동,24
2016-04-06,지역 강남구 개포동 개포동 시영아파트 재건축으로 길냥이들 구조요청 합니다,강남구 개포동,27
2016-04-05,지역 부산 고양이 목에 노끈 밧줄 이 있어요,부산,4
2016-04-05,지역 서울 어미가 사라진 새끼고양이를 구해주세요,서울,46
2016-04-05,지역 광명3동,광명3동,12
2016-04-04,지역 부산시 동래구 온천동,부산시 동래,25
2016-04-03,지역 경기도 군포시 금정 차에 치인 길냥이 구조 후 있을곳이 없습니다,경기도 군포,31
2016-04-02,지역 서울 관악구 인헌동 길고양이가 건강이 매우 안 좋아 보입니다,서울 관악구,28
2016-04-02,지역 수원 천천동 3개월 길냥이 구조,수원 천천,27
2016-04-02,지역 도봉구 구내염이 심한 아이 심한탈모,도봉구,26
2016-04-02,지역 서울시 노원구 길고양이 통덫 대여 신청,서울시 노,12
2016-04-01,지역 인천,인천,18
2016-04-01,지역 충북청주시,충북청주시,12
2016-03-31,지역 서울시 동작구,,3
2016-03-31,지역 서울 관악구,서울 관악구,27
2016-03-31,지역 김해시 어방동 길고양이 구조문의 입니다,김해시 어방,6
2016-03-31,지역 천안 길양이,,19
2016-03-31,일산동구 백석동 백송10단지내 지역,일산동구 백석,12
2016-03-30,지역 용인시 길고양이가 심하게 부상을입었습니다,용인시,7
2016-03-30,지역 인천 길고양이 구조 문의 드립니다,인천,33
2016-03-28,다리다친 고양이가 있어요 이 지역 경북 구미 사곡동,다리다친 고양,29
2016-03-28,지역 어린 고양이를 구조해주세요 저 혼자 힘으론 어려워서 도움 요청합니다,,7
